Date,Country/Territory/Area,Total confirmed cases,Total confirmed new cases,Total deaths,Total new deaths,Transmition classification,Days since last reported case
2020-03-16,Kazakhstan,6,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Turkey,5,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Uzbekistan,4,4.0,0.0,0.0,Under investigation,0.0
2020-03-16,Ukraine,3,0.0,1.0,0.0,Local transmission,2.0
2020-03-16,Andorra,2,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Holy See,1,0.0,0.0,0.0,Under investigation,10.0
2020-03-16,Faroe Islands,11,2.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Jersey,2,0.0,0.0,0.0,Imported cases only,3.0
2020-03-16,Gibraltar,1,0.0,0.0,0.0,Under investigation,12.0
2020-03-16,Guernsey,1,0.0,0.0,0.0,Imported cases only,6.0
2020-03-16,Indonesia,117,0.0,4.0,0.0,Local transmission,1.0
2020-03-16,India,114,7.0,2.0,0.0,Local transmission,0.0
2020-03-16,Thailand,114,39.0,1.0,0.0,Local transmission,0.0
2020-03-16,Sri Lanka,19,8.0,0.0,0.0,Local transmission,0.0
2020-03-16,Maldives,13,3.0,0.0,0.0,Local transmission,0.0
2020-03-16,Bangladesh,5,2.0,0.0,0.0,Local transmission,0.0
2020-03-16,Bhutan,1,0.0,0.0,0.0,Imported cases only,10.0
2020-03-16,Nepal,1,0.0,0.0,0.0,Imported cases only,52.0
2020-03-16,Iran (Islamic Republic of),14991,2262.0,853.0,245.0,Local transmission,0.0
2020-03-16,Qatar,401,64.0,0.0,0.0,Local transmission,0.0
2020-03-16,Bahrain,221,10.0,1.0,1.0,Local transmission,0.0
2020-03-16,Egypt,126,33.0,2.0,0.0,Local transmission,0.0
2020-03-16,Iraq,124,31.0,9.0,0.0,Local transmission,0.0
2020-03-16,Kuwait,112,0.0,0.0,0.0,Local transmission,1.0
2020-03-16,Saudi Arabia,103,0.0,0.0,0.0,Local transmission,1.0
2020-03-16,Lebanon,99,6.0,3.0,0.0,Local transmission,0.0
2020-03-16,United Arab Emirates,98,13.0,0.0,0.0,Local transmission,0.0
2020-03-16,Pakistan,52,24.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Morocco,28,10.0,1.0,0.0,Local transmission,0.0
2020-03-16,Oman,22,2.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Tunisia,18,2.0,0.0,0.0,Local transmission,0.0
2020-03-16,Afghanistan,16,6.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Jordan,6,5.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Sudan,1,0.0,1.0,1.0,Imported cases only,1.0
2020-03-16,occupied Palestinian territory,38,0.0,0.0,0.0,Local transmission,2.0
2020-03-16,United States of America,1678,0.0,41.0,0.0,Local transmission,2.0
2020-03-16,Canada,304,60.0,1.0,0.0,Local transmission,0.0
2020-03-16,Brazil,200,79.0,0.0,0.0,Local transmission,0.0
2020-03-16,Chile,75,14.0,0.0,0.0,Local transmission,0.0
2020-03-16,Peru,71,28.0,0.0,0.0,Local transmission,0.0
2020-03-16,Argentina,56,11.0,2.0,0.0,Local transmission,0.0
2020-03-16,Mexico,53,12.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Panama,43,16.0,1.0,0.0,Local transmission,0.0
2020-03-16,Ecuador,37,14.0,2.0,2.0,Local transmission,0.0
2020-03-16,Colombia,24,0.0,0.0,0.0,Local transmission,1.0
2020-03-16,Costa Rica,23,0.0,0.0,0.0,Local transmission,2.0
2020-03-16,Bolivia (Plurinational State of),11,8.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Jamaica,10,2.0,0.0,0.0,Local transmission,0.0
2020-03-16,Paraguay,8,2.0,0.0,0.0,Local transmission,0.0
2020-03-16,Dominican Republic,5,0.0,0.0,0.0,Imported cases only,6.0
2020-03-16,Cuba,4,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Guyana,4,3.0,1.0,0.0,Local transmission,0.0
2020-03-16,Uruguay,4,4.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Honduras,2,0.0,0.0,0.0,Imported cases only,4.0
2020-03-16,Trinidad and Tobago,2,1.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Venezuela (Bolivarian Republic of),2,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Antigua and Barbuda,1,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Guatemala,1,0.0,1.0,0.0,Imported cases only,1.0
2020-03-16,Saint Lucia,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Saint Vincent and the Grenadines,1,0.0,0.0,0.0,Imported cases only,3.0
2020-03-16,Suriname,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Martinique,15,5.0,0.0,0.0,Imported cases only,0.0
2020-03-16,French Guiana,7,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Guadeloupe,6,3.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Puerto Rico,3,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Saint Barthelemy,3,2.0,0.0,0.0,Under investigation,0.0
2020-03-16,Curaçao,2,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Saint Martin,2,0.0,0.0,0.0,Under investigation,13.0
2020-03-16,Cayman Islands,1,0.0,1.0,1.0,Imported cases only,1.0
2020-03-16,South Africa,51,13.0,0.0,0.0,Local transmission,0.0
2020-03-16,Algeria,49,12.0,3.0,0.0,Local transmission,0.0
2020-03-16,Senegal,26,5.0,0.0,0.0,Local transmission,0.0
2020-03-16,Ghana,6,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Rwanda,5,5.0,0.0,0.0,Local transmission,0.0
2020-03-16,Burkina Faso,3,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Cameroon,3,0.0,0.0,0.0,Local transmission,1.0
2020-03-16,Cote d’Ivoire,3,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Democratic Republic of the Congo,2,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Namibia,2,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Nigeria,2.0,0.0,0.0,0.0,Imported cases only,7.0
2020-03-16,Seychelles,2.0,2.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Congo,1.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Equatorial Guinea,1.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Eswatini,1.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Ethiopia,1.0,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Gabon,1.0,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Guinea,1.0,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Kenya,1.0,0.0,0.0,0.0,Imported cases only,2.0
2020-03-16,Mauritania,1.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,Togo,1.0,0.0,0.0,0.0,Imported cases only,9.0
2020-03-16,Réunion,9.0,3.0,0.0,0.0,Imported cases only,0.0
2020-03-16,Mayotte,1.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-16,International conveyance (Diamond Princess),712.0,15.0,7.0,0.0,Local transmission,0.0
2020-02-27,Lebanon,2 (1),0 (0),1 (0),0 (0),1 (1),0 (0)
2020-02-27,Pakistan,2 (2),0 (0),2 (2),0 (0),0 (0),0 (0)
2020-02-27,Afghanistan,1 (0),0 (0),1 (0),0 (0),0 (0),0 (0)
2020-02-27,Egypt,1 (0),0 (0),0 (0),1 (0),0 (0),0 (0)
2020-02-27,Algeria,1 (0),0 (0),1 (0),0 (0),0 (0),0 (0)
2020-03-11,Slovakia,7,0.0,0.0,0.0,Local transmission,1.0
2020-03-11,Luxembourg,5,0.0,0.0,0.0,Imported cases only,1.0
2020-03-11,Bosnia and Herzegovina,4,2.0,0.0,0.0,Local transmission,0.0
2020-03-11,Malta,4,0.0,0.0,0.0,Imported cases only,1.0
2020-03-11,Republic of Moldova,3,2.0,0.0,0.0,Imported cases only,0.0
2020-03-11,Cyprus,2,0.0,0.0,0.0,Imported cases only,1.0
2020-03-11,Andorra,1,0.0,0.0,0.0,Imported cases only,8.0
2020-03-11,Armenia,1,0.0,0.0,0.0,Imported cases only,9.0
2020-03-11,Holy See,1,0.0,0.0,0.0,Under investigation,5.0
2020-03-11,Liechtenstein,1,0.0,0.0,0.0,Imported cases only,5.0
2020-03-11,Lithuania,1,0.0,0.0,0.0,Imported cases only,12.0
2020-03-11,Monaco,1,0.0,0.0,0.0,Under investigation,10.0
2020-03-11,Ukraine,1,0.0,0.0,0.0,Imported cases only,7.0
2020-03-11,Faroe Islands,2,0.0,0.0,0.0,Imported cases only,2.0
2020-03-11,Gibraltar,1,0.0,0.0,0.0,Under investigation,7.0
2020-03-11,Guernsey,1,0.0,0.0,0.0,Imported cases only,1.0
2020-03-11,India,60,16.0,0.0,0.0,Local transmission,0.0
2020-03-11,Thailand,59,6.0,1.0,0.0,Local transmission,0.0
2020-03-11,Indonesia,27,8.0,1.0,1.0,Local transmission,0.0
2020-03-11,Maldives,8,4.0,0.0,0.0,Local transmission,0.0
2020-03-11,Bangladesh,3,0.0,0.0,0.0,Local transmission,2.0
2020-03-11,Bhutan,1,0.0,0.0,0.0,Imported cases only,5.0
2020-03-11,Nepal,1,0.0,0.0,0.0,Imported cases only,47.0
2020-03-11,Sri Lanka,1,0.0,0.0,0.0,Imported cases only,44.0
2020-03-11,Iran (Islamic Republic of),8042,881.0,291.0,54.0,Local transmission,0.0
2020-03-11,Bahrain,110,1.0,0.0,0.0,Local transmission,0.0
2020-03-11,United Arab Emirates,74,15.0,0.0,0.0,Local transmission,0.0
2020-03-11,Kuwait,69,4.0,0.0,0.0,Imported cases only,0.0
2020-03-11,Iraq,61,0.0,6.0,0.0,Local transmission,1.0
2020-03-11,Egypt,59,0.0,1.0,0.0,Local transmission,1.0
2020-03-11,Lebanon,41,9.0,1.0,1.0,Local transmission,0.0
2020-03-11,Qatar,24,6.0,0.0,0.0,Imported cases only,0.0
2020-03-11,Saudi Arabia,20,5.0,0.0,0.0,Local transmission,0.0
2020-03-11,Oman,18,0.0,0.0,0.0,Imported cases only,1.0
2020-03-11,Pakistan,16,0.0,0.0,0.0,Local transmission,1.0
2020-03-11,Tunisia,6,4.0,0.0,0.0,Local transmission,0.0
2020-03-11,Afghanistan,4,0.0,0.0,0.0,Imported cases only,3.0
2020-03-11,Morocco,3,1.0,1.0,1.0,Imported cases only,0.0
2020-03-11,Jordan,1,0.0,0.0,0.0,Imported cases only,8.0
2020-03-11,occupied Palestinian territory,30,4.0,0.0,0.0,Local transmission,0.0
2020-03-11,United States of America,696,224.0,25.0,6.0,Local transmission,0.0
2020-03-11,Canada,93,16.0,1.0,1.0,Local transmission,0.0
2020-03-11,Brazil,34,9.0,0.0,0.0,Local transmission,0.0
2020-03-11,Argentina,17.0,5.0,1.0,0.0,Imported cases only,0.0
2020-03-11,Chile,17.0,4.0,0.0,0.0,Local transmission,0.0
2020-03-11,Ecuador,15.0,0.0,0.0,0.0,Local transmission,2.0
2020-03-11,Costa Rica,13.0,4.0,0.0,0.0,Local transmission,0.0
2020-03-11,Peru,11.0,2.0,0.0,0.0,Local transmission,0.0
2020-03-11,Panama,8.0,7.0,1.0,1.0,Imported cases only,0.0
2020-03-11,Paraguay,5.0,4.0,0.0,0.0,Local transmission,0.0
2020-03-11,Mexico,7.0,0.0,0.0,0.0,Imported cases only,3.0
2020-03-11,Dominican Republic,5.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-11,Colombia,3.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-11,Bolivia (Plurinational State of),2.0,2.0,0.0,0.0,Imported cases only,0.0
2020-03-11,Jamaica,1.0,1.0,0.0,0.0,Imported cases only,0.0
2020-03-11,French Guiana,5.0,0.0,0.0,0.0,Imported cases only,3.0
2020-03-11,Martinique,3.0,1.0,0.0,0.0,Imported cases only,0.0
2020-03-11,Saint Martin,2.0,0.0,0.0,0.0,Under investigation,8.0
2020-03-11,Saint Barthelemy,1.0,0.0,0.0,0.0,Under investigation,8.0
2020-03-11,Algeria,20.0,0.0,0.0,0.0,Local transmission,2.0
2020-03-11,South Africa,7.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-11,Senegal,4.0,0.0,0.0,0.0,Imported cases only,6.0
2020-03-11,Burkina Faso,2.0,2.0,0.0,0.0,Imported cases only,0.0
2020-03-11,Cameroon,2.0,0.0,0.0,0.0,Local transmission,4.0
2020-03-11,Nigeria,2.0,0.0,0.0,0.0,Imported cases only,2.0
2020-03-11,Democratic Republic of the Congo,1.0,1.0,0.0,0.0,Imported cases only,0.0
2020-03-11,Togo,1.0,0.0,0.0,0.0,Imported cases only,4.0
2020-03-11,International conveyance (Diamond Princess),696.0,0.0,7.0,0.0,Local transmission,3.0
2020-03-10,Malta,4,1.0,0.0,0.0,Imported cases only,0.0
2020-03-10,Albania,2,0.0,0.0,0.0,Imported cases only,1.0
2020-03-10,Bosnia and Herzegovina,2,0.0,0.0,0.0,Local transmission,5.0
2020-03-10,Cyprus,2,2.0,0.0,0.0,Imported cases only,0.0
2020-03-10,Andorra,1,0.0,0.0,0.0,Imported cases only,7.0
2020-03-10,Armenia,1,0.0,0.0,0.0,Imported cases only,8.0
2020-03-10,Holy See,1,0.0,0.0,0.0,Under investigation,4.0
2020-03-10,Liechtenstein,1,0.0,0.0,0.0,Imported cases only,4.0
2020-03-10,Lithuania,1,0.0,0.0,0.0,Imported cases only,11.0
2020-03-10,Monaco,1,0.0,0.0,0.0,Under investigation,9.0
2020-03-10,Republic of Moldova,1,0.0,0.0,0.0,Imported cases only,2.0
2020-03-10,Serbia,1,0.0,0.0,0.0,Under investigation,4.0
2020-03-10,Ukraine,1,0.0,0.0,0.0,Imported cases only,6.0
2020-03-10,Faroe Islands,2,0.0,0.0,0.0,Imported cases only,1.0
2020-03-10,Gibraltar,1,0.0,0.0,0.0,Under investigation,6.0
2020-03-10,Guernsey,1,1.0,0.0,0.0,Imported cases only,0.0
2020-03-10,Thailand,53,3.0,1.0,0.0,Local transmission,0.0
2020-03-10,India,44,1.0,0.0,0.0,Local transmission,0.0
2020-03-10,Indonesia,19,13.0,0.0,0.0,Local transmission,0.0
2020-03-10,Maldives,4,0.0,0.0,0.0,Local transmission,1.0
2020-03-10,Bangladesh,3,0.0,0.0,0.0,Local transmission,1.0
2020-03-10,Bhutan,1,0.0,0.0,0.0,Imported cases only,4.0
2020-03-10,Nepal,1,0.0,0.0,0.0,Imported cases only,46.0
2020-03-10,Sri Lanka,1,0.0,0.0,0.0,Imported cases only,43.0
2020-03-10,Iran (Islamic Republic of),7161,595.0,237.0,43.0,Local transmission,0.0
2020-03-10,Bahrain,109,30.0,0.0,0.0,Local transmission,0.0
2020-03-10,Kuwait,65,1.0,0.0,0.0,Imported cases only,0.0
2020-03-10,Iraq,61,1.0,6.0,0.0,Local transmission,0.0
2020-03-10,Egypt,59,4.0,1.0,0.0,Local transmission,0.0
2020-03-10,United Arab Emirates,59,14.0,0.0,0.0,Local transmission,0.0
2020-03-10,Lebanon,41,9.0,0.0,0.0,Local transmission,0.0
2020-03-10,Oman,18,2.0,0.0,0.0,Imported cases only,0.0
2020-03-10,Qatar,18,3.0,0.0,0.0,Imported cases only,0.0
2020-03-10,Pakistan,16,10.0,0.0,0.0,Local transmission,0.0
2020-03-10,Saudi Arabia,15,0.0,0.0,0.0,Imported cases only,1.0
2020-03-10,Afghanistan,4,0.0,0.0,0.0,Imported cases only,2.0
2020-03-10,Morocco,2,0.0,0.0,0.0,Imported cases only,5.0
2020-03-10,Tunisia,2,0.0,0.0,0.0,Imported cases only,1.0
2020-03-10,Jordan,1,0.0,0.0,0.0,Imported cases only,7.0
2020-03-10,occupied Palestinian territory,26,7.0,0.0,0.0,Local transmission,0.0
2020-03-10,United States of America,472,259.0,19.0,8.0,Local transmission,0.0
2020-03-10,Canada,77,15.0,0.0,0.0,Local transmission,0.0
2020-03-10,Brazil,25,0.0,0.0,0.0,Local transmission,1.0
2020-03-10,Ecuador,15.0,0.0,0.0,0.0,Local transmission,1.0
2020-03-10,Chile,13.0,3.0,0.0,0.0,Local transmission,0.0
2020-03-10,Argentina,12.0,0.0,1.0,0.0,Imported cases only,1.0
2020-03-10,Costa Rica,9.0,0.0,0.0,0.0,Local transmission,1.0
2020-03-10,Peru,9.0,3.0,0.0,0.0,Local transmission,0.0
2020-03-10,Mexico,7.0,0.0,0.0,0.0,Imported cases only,2.0
2020-03-10,Dominican Republic,5.0,4.0,0.0,0.0,Imported cases only,0.0
2020-03-10,Colombia,3.0,2.0,0.0,0.0,Imported cases only,0.0
2020-03-10,Panama,1.0,1.0,0.0,0.0,Imported cases only,0.0
2020-03-10,Paraguay,1.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-10,French Guiana,5.0,0.0,0.0,0.0,Imported cases only,2.0
2020-03-10,Martinique,2.0,0.0,0.0,0.0,Imported cases only,2.0
2020-03-10,Saint Martin,2.0,0.0,0.0,0.0,Under investigation,7.0
2020-03-10,Saint Barthelemy,1.0,0.0,0.0,0.0,Under investigation,7.0
2020-03-10,Algeria,20.0,0.0,0.0,0.0,Local transmission,1.0
2020-03-10,South Africa,7.0,4.0,0.0,0.0,Imported cases only,0.0
2020-03-10,Senegal,4.0,0.0,0.0,0.0,Imported cases only,5.0
2020-03-10,Cameroon,2.0,0.0,0.0,0.0,Local transmission,3.0
2020-03-10,Nigeria,2.0,0.0,0.0,0.0,Imported cases only,1.0
2020-03-10,Togo,1.0,0.0,0.0,0.0,Imported cases only,3.0
2020-03-10,International conveyance (Diamond Princess),696.0,0.0,7.0,0.0,Local transmission,2.0
2020-03-06,Monaco,1,0.0,0.0,0.0,Under investigation,5.0
2020-03-06,North Macedonia,1,0.0,0.0,0.0,Imported cases only,8.0
2020-03-06,Poland,1,0.0,0.0,0.0,Imported cases only,2.0
2020-03-06,Serbia,1,1.0,0.0,0.0,Under investigation,0.0
2020-03-06,Ukraine,1,0.0,0.0,0.0,Imported cases only,2.0
2020-03-06,Gibraltar,1,0.0,0.0,0.0,Under investigation,2.0
2020-03-06,Thailand,47,0.0,1.0,0.0,Local transmission,1.0
2020-03-06,India,30,1.0,0.0,0.0,Local transmission,0.0
2020-03-06,Indonesia,2,0.0,0.0,0.0,Local transmission,4.0
2020-03-06,Bhutan,1,1.0,0.0,0.0,Imported cases only,0.0
2020-03-06,Nepal,1,0.0,0.0,0.0,Imported cases only,42.0
2020-03-06,Sri Lanka,1,0.0,0.0,0.0,Imported cases only,39.0
2020-03-06,Iran (Islamic Republic of),3513,591.0,107.0,15.0,Local transmission,0.0
2020-03-06,Kuwait,58,0.0,0.0,0.0,Imported cases only,1.0
2020-03-06,Bahrain,49,0.0,0.0,0.0,Imported cases only,3.0
2020-03-06,Iraq,36,0.0,2.0,0.0,Imported cases only,1.0
2020-03-06,United Arab Emirates,27,0.0,0.0,0.0,Local transmission,2.0
2020-03-06,Lebanon,16,3.0,0.0,0.0,Local transmission,0.0
2020-03-06,Oman,16,1.0,0.0,0.0,Imported cases only,0.0
2020-03-06,Qatar,8,0.0,0.0,0.0,Imported cases only,2.0
2020-03-06,Saudi Arabia,8,6.0,0.0,0.0,Imported cases only,0.0
2020-03-06,Pakistan,5,0.0,0.0,0.0,Imported cases only,3.0
2020-03-06,Egypt,3,1.0,0.0,0.0,Imported cases only,0.0
2020-03-06,Morocco,2,0.0,0.0,0.0,Imported cases only,1.0
2020-03-06,Afghanistan,1,0.0,0.0,0.0,Imported cases only,11.0
2020-03-06,Jordan,1,0.0,0.0,0.0,Imported cases only,3.0
2020-03-06,Tunisia,1,0.0,0.0,0.0,Imported cases only,3.0
2020-03-06,United States of America,148,19.0,10.0,1.0,Local transmission,0.0
2020-03-06,Canada,45,15.0,0.0,0.0,Local transmission,0.0
2020-03-06,Ecuador,13,6.0,0.0,0.0,Local transmission,0.0
2020-03-06,Brazil,7,4.0,0.0,0.0,Imported cases only,0.0
2020-03-06,Mexico,5,0.0,0.0,0.0,Imported cases only,4.0
2020-03-06,Argentina,1,0.0,0.0,0.0,Imported cases only,2.0
2020-03-06,Chile,1,0.0,0.0,0.0,Imported cases only,2.0
2020-03-06,Dominican Republic,1,0.0,0.0,0.0,Imported cases only,4.0
2020-03-06,Saint Martin,2,0.0,0.0,0.0,Under investigation,3.0
2020-03-06,Saint Barthelemy,1,0.0,0.0,0.0,Under investigation,3.0
2020-03-06,Algeria,12,0.0,0.0,0.0,Local transmission,1.0
2020-03-06,Senegal,4,0.0,0.0,0.0,Imported cases only,1.0
2020-03-06,Cameroon,1,1.0,0.0,0.0,Imported cases only,0.0
2020-03-06,Nigeria,1,0.0,0.0,0.0,Imported cases only,7.0
2020-03-06,South Africa,1.0,1.0,0.0,0.0,Imported cases only,0.0
2020-03-06,International conveyance (Diamond Princess),696.0,0.0,6.0,0.0,Local transmission,0.0
